IMRP_Date,Settlement_Period,IMRP_Amount
2025-08-18 00:00:00.0000000,17,78.65
2025-08-18 00:00:00.0000000,18,87.08
2025-08-18 00:00:00.0000000,19,117.87
2025-08-18 00:00:00.0000000,20,125.81
2025-08-18 00:00:00.0000000,21,114.29
2025-08-18 00:00:00.0000000,22,96.33
2025-08-18 00:00:00.0000000,23,83.03
2025-08-18 00:00:00.0000000,24,79.63
2025-08-19 00:00:00.0000000,1,74.19
2025-08-19 00:00:00.0000000,2,72.91
2025-08-19 00:00:00.0000000,3,72.12
2025-08-19 00:00:00.0000000,4,71.83
2025-08-19 00:00:00.0000000,5,73.50
2025-08-19 00:00:00.0000000,6,78.25
2025-08-19 00:00:00.0000000,7,89.97
2025-08-19 00:00:00.0000000,8,85.22
2025-08-19 00:00:00.0000000,9,80.55
2025-08-19 00:00:00.0000000,10,81.25
2025-08-19 00:00:00.0000000,11,79.35
2025-08-19 00:00:00.0000000,12,75.67
2025-08-19 00:00:00.0000000,13,70.95
2025-08-19 00:00:00.0000000,14,67.54
2025-08-19 00:00:00.0000000,15,66.97
2025-08-19 00:00:00.0000000,16,64.94
2025-08-19 00:00:00.0000000,17,72.78
2025-08-19 00:00:00.0000000,18,83.30
2025-08-19 00:00:00.0000000,19,95.08
2025-08-19 00:00:00.0000000,20,97.07
2025-08-19 00:00:00.0000000,21,94.02
2025-08-19 00:00:00.0000000,22,83.35
2025-08-19 00:00:00.0000000,23,74.20
2025-08-19 00:00:00.0000000,24,74.77
2025-08-20 00:00:00.0000000,1,70.72
2025-08-20 00:00:00.0000000,2,67.64
2025-08-20 00:00:00.0000000,3,66.59
2025-08-20 00:00:00.0000000,4,67.11
2025-08-20 00:00:00.0000000,5,68.69
2025-08-20 00:00:00.0000000,6,74.95
2025-08-20 00:00:00.0000000,7,83.72
2025-08-20 00:00:00.0000000,8,83.82
2025-08-20 00:00:00.0000000,9,81.12
2025-08-20 00:00:00.0000000,10,75.24
2025-08-20 00:00:00.0000000,11,79.33
2025-08-20 00:00:00.0000000,12,77.48
2025-08-20 00:00:00.0000000,13,74.50
2025-08-20 00:00:00.0000000,14,71.29
2025-08-20 00:00:00.0000000,15,70.93
2025-08-20 00:00:00.0000000,16,71.53
2025-08-20 00:00:00.0000000,17,77.83
2025-08-20 00:00:00.0000000,18,81.16
2025-08-20 00:00:00.0000000,19,94.08
2025-08-20 00:00:00.0000000,20,99.45
2025-08-20 00:00:00.0000000,21,95.90
2025-08-20 00:00:00.0000000,22,87.39
2025-08-20 00:00:00.0000000,23,79.16
2025-08-20 00:00:00.0000000,24,81.13
2025-08-21 00:00:00.0000000,1,76.66
2025-08-21 00:00:00.0000000,2,74.49
2025-08-21 00:00:00.0000000,3,73.49
2025-08-21 00:00:00.0000000,4,71.82
2025-08-21 00:00:00.0000000,5,72.97
2025-08-21 00:00:00.0000000,6,76.30
2025-08-21 00:00:00.0000000,7,86.84
2025-08-21 00:00:00.0000000,8,87.69
2025-08-21 00:00:00.0000000,9,82.12
2025-08-21 00:00:00.0000000,10,77.93
2025-08-21 00:00:00.0000000,11,74.83
2025-08-21 00:00:00.0000000,12,73.59
2025-08-21 00:00:00.0000000,13,73.04
2025-08-21 00:00:00.0000000,14,72.24
2025-08-21 00:00:00.0000000,15,72.44
2025-08-21 00:00:00.0000000,16,71.57
2025-08-21 00:00:00.0000000,17,75.13
2025-08-21 00:00:00.0000000,18,82.05
2025-08-21 00:00:00.0000000,19,92.63
2025-08-21 00:00:00.0000000,20,98.98
2025-08-21 00:00:00.0000000,21,98.51
2025-08-21 00:00:00.0000000,22,92.17
2025-08-21 00:00:00.0000000,23,81.11
2025-08-21 00:00:00.0000000,24,82.10
2025-08-22 00:00:00.0000000,1,78.10
2025-08-22 00:00:00.0000000,2,75.10
2025-08-22 00:00:00.0000000,3,74.00
2025-08-22 00:00:00.0000000,4,72.55
2025-08-22 00:00:00.0000000,5,74.01
2025-08-22 00:00:00.0000000,6,76.23
2025-08-22 00:00:00.0000000,7,85.91
2025-08-22 00:00:00.0000000,8,89.17
2025-08-22 00:00:00.0000000,9,88.12
2025-08-22 00:00:00.0000000,10,82.80
2025-08-22 00:00:00.0000000,11,75.17
2025-08-22 00:00:00.0000000,12,74.69
2025-08-22 00:00:00.0000000,13,75.74
2025-08-22 00:00:00.0000000,14,75.02
2025-08-22 00:00:00.0000000,15,75.03
2025-08-22 00:00:00.0000000,16,76.86
2025-08-22 00:00:00.0000000,17,80.77
2025-08-22 00:00:00.0000000,18,85.70
2025-08-22 00:00:00.0000000,19,96.95
2025-08-22 00:00:00.0000000,20,102.39
2025-08-22 00:00:00.0000000,21,101.48
2025-08-22 00:00:00.0000000,22,92.78
2025-08-22 00:00:00.0000000,23,82.21
2025-08-22 00:00:00.0000000,24,86.14
2025-08-23 00:00:00.0000000,1,83.16
2025-08-23 00:00:00.0000000,2,81.00
2025-08-23 00:00:00.0000000,3,77.01
2025-08-23 00:00:00.0000000,4,75.14
2025-08-23 00:00:00.0000000,5,74.39
2025-08-23 00:00:00.0000000,6,74.97
2025-08-23 00:00:00.0000000,7,76.39
2025-08-23 00:00:00.0000000,8,76.44
2025-08-23 00:00:00.0000000,9,79.22
2025-08-23 00:00:00.0000000,10,86.03
2025-08-23 00:00:00.0000000,11,84.88
2025-08-23 00:00:00.0000000,12,82.15
2025-08-23 00:00:00.0000000,13,84.13
2025-08-23 00:00:00.0000000,14,83.29
2025-08-23 00:00:00.0000000,15,82.83
2025-08-23 00:00:00.0000000,16,82.85
2025-08-23 00:00:00.0000000,17,84.49
2025-08-23 00:00:00.0000000,18,90.07
2025-08-23 00:00:00.0000000,19,99.57
2025-08-23 00:00:00.0000000,20,102.44
2025-08-23 00:00:00.0000000,21,101.45
2025-08-23 00:00:00.0000000,22,98.04
2025-08-23 00:00:00.0000000,23,88.24
2025-08-23 00:00:00.0000000,24,91.02
2025-08-24 00:00:00.0000000,1,88.12
2025-08-24 00:00:00.0000000,2,83.58
2025-08-24 00:00:00.0000000,3,80.70
2025-08-24 00:00:00.0000000,4,79.73
2025-08-24 00:00:00.0000000,5,79.84
2025-08-24 00:00:00.0000000,6,79.74
2025-08-24 00:00:00.0000000,7,78.32
2025-08-24 00:00:00.0000000,8,76.94
2025-08-24 00:00:00.0000000,9,79.06
2025-08-24 00:00:00.0000000,10,78.72
2025-08-24 00:00:00.0000000,11,76.59
2025-08-24 00:00:00.0000000,12,74.76
2025-08-24 00:00:00.0000000,13,76.15
2025-08-24 00:00:00.0000000,14,76.91
2025-08-24 00:00:00.0000000,15,79.19
2025-08-24 00:00:00.0000000,16,80.26
2025-08-24 00:00:00.0000000,17,81.12
2025-08-24 00:00:00.0000000,18,86.28
2025-08-24 00:00:00.0000000,19,100.26
2025-08-24 00:00:00.0000000,20,104.39
2025-08-24 00:00:00.0000000,21,102.98
2025-08-24 00:00:00.0000000,22,95.95
2025-08-24 00:00:00.0000000,23,87.75
2025-08-24 00:00:00.0000000,24,85.99
2025-08-25 00:00:00.0000000,1,82.46
2025-08-25 00:00:00.0000000,2,78.85
2025-08-25 00:00:00.0000000,3,77.35
2025-08-25 00:00:00.0000000,4,78.03
2025-08-25 00:00:00.0000000,5,81.58
2025-08-25 00:00:00.0000000,6,90.18
2025-08-25 00:00:00.0000000,7,97.37
2025-08-25 00:00:00.0000000,8,91.52
2025-08-25 00:00:00.0000000,9,85.07
2025-08-25 00:00:00.0000000,10,78.26
2025-08-25 00:00:00.0000000,11,66.18
2025-08-25 00:00:00.0000000,12,42.85
2025-08-25 00:00:00.0000000,13,24.83
2025-08-25 00:00:00.0000000,14,19.08
2025-08-25 00:00:00.0000000,15,25.41
2025-08-25 00:00:00.0000000,16,49.30
2025-08-25 00:00:00.0000000,17,69.84
2025-08-25 00:00:00.0000000,18,86.86
2025-08-25 00:00:00.0000000,19,101.25
2025-08-25 00:00:00.0000000,20,104.23
2025-08-25 00:00:00.0000000,21,103.15
2025-08-25 00:00:00.0000000,22,91.30
2025-08-25 00:00:00.0000000,23,80.60
2025-08-25 00:00:00.0000000,24,82.29
2025-08-26 00:00:00.0000000,1,76.78
2025-08-26 00:00:00.0000000,2,69.13
2025-08-26 00:00:00.0000000,3,65.28
2025-08-26 00:00:00.0000000,4,69.13
2025-08-26 00:00:00.0000000,5,73.05
2025-08-26 00:00:00.0000000,6,84.08
2025-08-26 00:00:00.0000000,7,97.68
2025-08-26 00:00:00.0000000,8,95.29
2025-08-26 00:00:00.0000000,9,91.58
2025-08-26 00:00:00.0000000,10,85.52
2025-08-26 00:00:00.0000000,11,73.69
2025-08-26 00:00:00.0000000,12,67.06
2025-08-26 00:00:00.0000000,13,63.94
2025-08-26 00:00:00.0000000,14,63.12
2025-08-26 00:00:00.0000000,15,65.60
2025-08-26 00:00:00.0000000,16,77.54
2025-08-26 00:00:00.0000000,17,83.28
2025-08-26 00:00:00.0000000,18,86.51
2025-08-26 00:00:00.0000000,19,102.44
2025-08-26 00:00:00.0000000,20,115.32
2025-08-26 00:00:00.0000000,21,111.10
2025-08-26 00:00:00.0000000,22,97.88
2025-08-26 00:00:00.0000000,23,87.14
2025-08-26 00:00:00.0000000,24,87.40
2025-08-27 00:00:00.0000000,1,82.08
2025-08-27 00:00:00.0000000,2,77.79
2025-08-27 00:00:00.0000000,3,76.21
2025-08-27 00:00:00.0000000,4,74.65
2025-08-27 00:00:00.0000000,5,77.54
2025-08-27 00:00:00.0000000,6,86.05
2025-08-27 00:00:00.0000000,7,98.19
2025-08-27 00:00:00.0000000,8,99.20
2025-08-27 00:00:00.0000000,9,90.29
2025-08-27 00:00:00.0000000,10,82.53
2025-08-27 00:00:00.0000000,11,78.49
2025-08-27 00:00:00.0000000,12,74.52
2025-08-27 00:00:00.0000000,13,70.50
2025-08-27 00:00:00.0000000,14,66.99
2025-08-27 00:00:00.0000000,15,66.99
2025-08-27 00:00:00.0000000,16,71.51
2025-08-27 00:00:00.0000000,17,80.37
2025-08-27 00:00:00.0000000,18,89.64
2025-08-27 00:00:00.0000000,19,98.63
2025-08-27 00:00:00.0000000,20,103.40
2025-08-27 00:00:00.0000000,21,104.02
2025-08-27 00:00:00.0000000,22,97.02
2025-08-27 00:00:00.0000000,23,87.94
2025-08-27 00:00:00.0000000,24,81.97
2025-08-28 00:00:00.0000000,1,75.56
2025-08-28 00:00:00.0000000,2,73.48
2025-08-28 00:00:00.0000000,3,73.13
2025-08-28 00:00:00.0000000,4,74.05
2025-08-28 00:00:00.0000000,5,76.26
2025-08-28 00:00:00.0000000,6,80.95
2025-08-28 00:00:00.0000000,7,94.40
2025-08-28 00:00:00.0000000,8,99.84
2025-08-28 00:00:00.0000000,9,99.55
2025-08-28 00:00:00.0000000,10,91.96
2025-08-28 00:00:00.0000000,11,84.17
2025-08-28 00:00:00.0000000,12,83.06
2025-08-28 00:00:00.0000000,13,80.08
2025-08-28 00:00:00.0000000,14,74.84
2025-08-28 00:00:00.0000000,15,71.20
2025-08-28 00:00:00.0000000,16,69.33
2025-08-28 00:00:00.0000000,17,68.89
2025-08-28 00:00:00.0000000,18,80.89
2025-08-28 00:00:00.0000000,19,95.26
2025-08-28 00:00:00.0000000,20,98.16
2025-08-28 00:00:00.0000000,21,98.41
2025-08-28 00:00:00.0000000,22,87.94
2025-08-28 00:00:00.0000000,23,75.89
2025-08-28 00:00:00.0000000,24,76.03
2025-08-29 00:00:00.0000000,1,70.15
2025-08-29 00:00:00.0000000,2,68.78
2025-08-29 00:00:00.0000000,3,67.59
2025-08-29 00:00:00.0000000,4,68.86
2025-08-29 00:00:00.0000000,5,72.31
2025-08-29 00:00:00.0000000,6,81.14
2025-08-29 00:00:00.0000000,7,90.80
2025-08-29 00:00:00.0000000,8,92.66
2025-08-29 00:00:00.0000000,9,95.53
2025-08-29 00:00:00.0000000,10,93.60
2025-08-29 00:00:00.0000000,11,85.27
2025-08-29 00:00:00.0000000,12,81.16
2025-08-29 00:00:00.0000000,13,75.36
2025-08-29 00:00:00.0000000,14,69.39
2025-08-29 00:00:00.0000000,15,67.76
2025-08-29 00:00:00.0000000,16,71.86
2025-08-29 00:00:00.0000000,17,81.98
2025-08-29 00:00:00.0000000,18,88.45
2025-08-29 00:00:00.0000000,19,97.75
2025-08-29 00:00:00.0000000,20,100.84
2025-08-29 00:00:00.0000000,21,98.70
2025-08-29 00:00:00.0000000,22,90.35
2025-08-29 00:00:00.0000000,23,81.40
2025-08-29 00:00:00.0000000,24,87.07
2025-08-30 00:00:00.0000000,1,78.54
2025-08-30 00:00:00.0000000,2,75.96
2025-08-30 00:00:00.0000000,3,73.29
2025-08-30 00:00:00.0000000,4,71.88
2025-08-30 00:00:00.0000000,5,73.80
2025-08-30 00:00:00.0000000,6,76.17
2025-08-30 00:00:00.0000000,7,81.69
2025-08-30 00:00:00.0000000,8,84.20
2025-08-30 00:00:00.0000000,9,87.26
2025-08-30 00:00:00.0000000,10,86.18
2025-08-30 00:00:00.0000000,11,82.51
2025-08-30 00:00:00.0000000,12,76.76
2025-08-30 00:00:00.0000000,13,65.15
2025-08-30 00:00:00.0000000,14,40.08
2025-08-30 00:00:00.0000000,15,21.04
2025-08-30 00:00:00.0000000,16,15.73
2025-08-30 00:00:00.0000000,17,46.06
2025-08-30 00:00:00.0000000,18,65.42
2025-08-30 00:00:00.0000000,19,66.71
2025-08-30 00:00:00.0000000,20,60.49
2025-08-30 00:00:00.0000000,21,60.11
2025-08-30 00:00:00.0000000,22,53.71
2025-08-30 00:00:00.0000000,23,41.50
2025-08-30 00:00:00.0000000,24,16.61
2025-08-31 00:00:00.0000000,1,11.83
2025-08-31 00:00:00.0000000,2,8.51
2025-08-31 00:00:00.0000000,3,4.81
2025-08-31 00:00:00.0000000,4,3.99
2025-08-31 00:00:00.0000000,5,4.28
2025-08-31 00:00:00.0000000,6,8.39
2025-08-31 00:00:00.0000000,7,11.49
2025-08-31 00:00:00.0000000,8,10.98
2025-08-31 00:00:00.0000000,9,5.50
2025-08-31 00:00:00.0000000,10,-0.04
2025-08-31 00:00:00.0000000,11,-0.35
2025-08-31 00:00:00.0000000,12,-1.81
2025-08-31 00:00:00.0000000,13,-1.85
2025-08-31 00:00:00.0000000,14,-2.19
2025-08-31 00:00:00.0000000,15,-1.85
2025-08-31 00:00:00.0000000,16,-1.18
2025-08-31 00:00:00.0000000,17,-0.70
2025-08-31 00:00:00.0000000,18,13.85
2025-08-31 00:00:00.0000000,19,46.38
2025-08-31 00:00:00.0000000,20,65.24
2025-08-31 00:00:00.0000000,21,66.01
2025-08-31 00:00:00.0000000,22,64.12
2025-08-31 00:00:00.0000000,23,43.86
2025-08-31 00:00:00.0000000,24,33.31
2025-09-01 00:00:00.0000000,1,19.61
2025-09-01 00:00:00.0000000,2,12.60
2025-09-01 00:00:00.0000000,3,9.37
2025-09-01 00:00:00.0000000,4,8.09
2025-09-01 00:00:00.0000000,5,9.12
2025-09-01 00:00:00.0000000,6,19.30
2025-09-01 00:00:00.0000000,7,48.93
2025-09-01 00:00:00.0000000,8,75.64
2025-09-01 00:00:00.0000000,9,74.82
2025-09-01 00:00:00.0000000,10,66.51
2025-09-01 00:00:00.0000000,11,48.67
2025-09-01 00:00:00.0000000,12,33.29
2025-09-01 00:00:00.0000000,13,20.93
2025-09-01 00:00:00.0000000,14,20.18
2025-09-01 00:00:00.0000000,15,16.43
2025-09-01 00:00:00.0000000,16,25.64
2025-09-01 00:00:00.0000000,17,53.93
2025-09-01 00:00:00.0000000,18,80.11
2025-09-01 00:00:00.0000000,19,93.30
2025-09-01 00:00:00.0000000,20,101.83
2025-09-01 00:00:00.0000000,21,101.50
2025-09-01 00:00:00.0000000,22,89.73
2025-09-01 00:00:00.0000000,23,77.68
2025-09-01 00:00:00.0000000,24,69.97
2025-09-02 00:00:00.0000000,1,65.26
2025-09-02 00:00:00.0000000,2,67.03
2025-09-02 00:00:00.0000000,3,70.38
2025-09-02 00:00:00.0000000,4,72.10
2025-09-02 00:00:00.0000000,5,76.75
2025-09-02 00:00:00.0000000,6,83.92
2025-09-02 00:00:00.0000000,7,89.86
2025-09-02 00:00:00.0000000,8,93.16
2025-09-02 00:00:00.0000000,9,92.78
2025-09-02 00:00:00.0000000,10,85.63
2025-09-02 00:00:00.0000000,11,74.66
2025-09-02 00:00:00.0000000,12,70.20
2025-09-02 00:00:00.0000000,13,70.00
2025-09-02 00:00:00.0000000,14,71.30
2025-09-02 00:00:00.0000000,15,74.92
2025-09-02 00:00:00.0000000,16,77.06
2025-09-02 00:00:00.0000000,17,86.39
2025-09-02 00:00:00.0000000,18,97.15
2025-09-02 00:00:00.0000000,19,105.78
2025-09-02 00:00:00.0000000,20,105.70
2025-09-02 00:00:00.0000000,21,98.88
2025-09-02 00:00:00.0000000,22,84.57
2025-09-02 00:00:00.0000000,23,81.55
2025-09-02 00:00:00.0000000,24,79.98
2025-09-03 00:00:00.0000000,1,79.56
2025-09-03 00:00:00.0000000,2,76.25
2025-09-03 00:00:00.0000000,3,73.11
2025-09-03 00:00:00.0000000,4,70.25
2025-09-03 00:00:00.0000000,5,69.94
2025-09-03 00:00:00.0000000,6,71.87
2025-09-03 00:00:00.0000000,7,82.29
2025-09-03 00:00:00.0000000,8,88.24
2025-09-03 00:00:00.0000000,9,92.61
2025-09-03 00:00:00.0000000,10,93.45
2025-09-03 00:00:00.0000000,11,87.05
2025-09-03 00:00:00.0000000,12,78.85
2025-09-03 00:00:00.0000000,13,77.39
2025-09-03 00:00:00.0000000,14,69.02
2025-09-03 00:00:00.0000000,15,64.17
2025-09-03 00:00:00.0000000,16,64.78
2025-09-03 00:00:00.0000000,17,67.45
2025-09-03 00:00:00.0000000,18,80.25
2025-09-03 00:00:00.0000000,19,90.47
2025-09-03 00:00:00.0000000,20,92.96
2025-09-03 00:00:00.0000000,21,90.01
2025-09-03 00:00:00.0000000,22,72.44
2025-09-03 00:00:00.0000000,23,56.38
2025-09-03 00:00:00.0000000,24,51.63
2025-09-04 00:00:00.0000000,1,45.18
2025-09-04 00:00:00.0000000,2,45.65
2025-09-04 00:00:00.0000000,3,46.93
2025-09-04 00:00:00.0000000,4,51.43
2025-09-04 00:00:00.0000000,5,57.11
2025-09-04 00:00:00.0000000,6,76.16
2025-09-04 00:00:00.0000000,7,93.15
2025-09-04 00:00:00.0000000,8,85.78
2025-09-04 00:00:00.0000000,9,90.88
2025-09-04 00:00:00.0000000,10,92.21
2025-09-04 00:00:00.0000000,11,84.17
2025-09-04 00:00:00.0000000,12,75.55
2025-09-04 00:00:00.0000000,13,71.24
2025-09-04 00:00:00.0000000,14,68.64
2025-09-04 00:00:00.0000000,15,65.28
2025-09-04 00:00:00.0000000,16,69.12
2025-09-04 00:00:00.0000000,17,82.58
2025-09-04 00:00:00.0000000,18,94.10
2025-09-04 00:00:00.0000000,19,111.12
2025-09-04 00:00:00.0000000,20,117.54
2025-09-04 00:00:00.0000000,21,104.27
2025-09-04 00:00:00.0000000,22,85.00
2025-09-04 00:00:00.0000000,23,79.28
2025-09-04 00:00:00.0000000,24,77.18
2025-09-05 00:00:00.0000000,1,72.42
2025-09-05 00:00:00.0000000,2,68.34
2025-09-05 00:00:00.0000000,3,68.75
2025-09-05 00:00:00.0000000,4,67.16
2025-09-05 00:00:00.0000000,5,67.43
2025-09-05 00:00:00.0000000,6,81.85
2025-09-05 00:00:00.0000000,7,100.19
2025-09-05 00:00:00.0000000,8,103.67
2025-09-05 00:00:00.0000000,9,93.76
2025-09-05 00:00:00.0000000,10,80.35
2025-09-05 00:00:00.0000000,11,75.44
2025-09-05 00:00:00.0000000,12,69.69
2025-09-05 00:00:00.0000000,13,69.02
2025-09-05 00:00:00.0000000,14,69.16
2025-09-05 00:00:00.0000000,15,68.59
2025-09-05 00:00:00.0000000,16,72.52
2025-09-05 00:00:00.0000000,17,80.74
2025-09-05 00:00:00.0000000,18,94.32
2025-09-05 00:00:00.0000000,19,116.36
2025-09-05 00:00:00.0000000,20,121.90
2025-09-05 00:00:00.0000000,21,107.01
2025-09-05 00:00:00.0000000,22,92.99
2025-09-05 00:00:00.0000000,23,84.48
2025-09-05 00:00:00.0000000,24,84.76
2025-09-06 00:00:00.0000000,1,82.70
2025-09-06 00:00:00.0000000,2,82.46
2025-09-06 00:00:00.0000000,3,80.15
2025-09-06 00:00:00.0000000,4,76.56
2025-09-06 00:00:00.0000000,5,77.10
2025-09-06 00:00:00.0000000,6,83.22
2025-09-06 00:00:00.0000000,7,86.46
2025-09-06 00:00:00.0000000,8,85.05
2025-09-06 00:00:00.0000000,9,81.86
2025-09-06 00:00:00.0000000,10,84.64
2025-09-06 00:00:00.0000000,11,62.30
2025-09-06 00:00:00.0000000,12,38.16
2025-09-06 00:00:00.0000000,13,24.16
2025-09-06 00:00:00.0000000,14,7.36
2025-09-06 00:00:00.0000000,15,7.48
2025-09-06 00:00:00.0000000,16,30.47
2025-09-06 00:00:00.0000000,17,55.93
2025-09-06 00:00:00.0000000,18,70.85
2025-09-06 00:00:00.0000000,19,83.44
2025-09-06 00:00:00.0000000,20,84.10
2025-09-06 00:00:00.0000000,21,72.25
2025-09-06 00:00:00.0000000,22,54.34
2025-09-06 00:00:00.0000000,23,24.79
2025-09-06 00:00:00.0000000,24,1.31
2025-09-07 00:00:00.0000000,1,0.32
2025-09-07 00:00:00.0000000,2,-0.32
2025-09-07 00:00:00.0000000,3,-2.23
2025-09-07 00:00:00.0000000,4,-2.11
2025-09-07 00:00:00.0000000,5,-3.24
2025-09-07 00:00:00.0000000,6,-4.68
2025-09-07 00:00:00.0000000,7,-2.34
2025-09-07 00:00:00.0000000,8,-1.37
2025-09-07 00:00:00.0000000,9,-2.13
2025-09-07 00:00:00.0000000,10,-4.12
2025-09-07 00:00:00.0000000,11,-9.74
2025-09-07 00:00:00.0000000,12,-11.50
2025-09-07 00:00:00.0000000,13,-12.03
2025-09-07 00:00:00.0000000,14,-12.33
2025-09-07 00:00:00.0000000,15,-7.14
2025-09-07 00:00:00.0000000,16,-2.68
2025-09-07 00:00:00.0000000,17,3.46
2025-09-07 00:00:00.0000000,18,67.98
2025-09-07 00:00:00.0000000,19,89.98
2025-09-07 00:00:00.0000000,20,86.88
2025-09-07 00:00:00.0000000,21,86.58
2025-09-07 00:00:00.0000000,22,77.76
2025-09-07 00:00:00.0000000,23,69.91
2025-09-07 00:00:00.0000000,24,64.16
2025-09-08 00:00:00.0000000,1,63.43
2025-09-08 00:00:00.0000000,2,68.06
2025-09-08 00:00:00.0000000,3,68.06
2025-09-08 00:00:00.0000000,4,69.05
2025-09-08 00:00:00.0000000,5,72.41
2025-09-08 00:00:00.0000000,6,87.64
2025-09-08 00:00:00.0000000,7,106.25
2025-09-08 00:00:00.0000000,8,109.36
2025-09-08 00:00:00.0000000,9,100.18
2025-09-08 00:00:00.0000000,10,83.01
2025-09-08 00:00:00.0000000,11,79.30
2025-09-08 00:00:00.0000000,12,67.30
2025-09-08 00:00:00.0000000,13,62.74
2025-09-08 00:00:00.0000000,14,62.47
2025-09-08 00:00:00.0000000,15,66.67
2025-09-08 00:00:00.0000000,16,75.80
2025-09-08 00:00:00.0000000,17,89.45
2025-09-08 00:00:00.0000000,18,103.11
2025-09-08 00:00:00.0000000,19,133.71
2025-09-08 00:00:00.0000000,20,132.41
2025-09-08 00:00:00.0000000,21,119.72
2025-09-08 00:00:00.0000000,22,95.01
2025-09-08 00:00:00.0000000,23,84.66
2025-09-08 00:00:00.0000000,24,82.48
2025-09-09 00:00:00.0000000,1,78.56
2025-09-09 00:00:00.0000000,2,75.95
2025-09-09 00:00:00.0000000,3,73.68
2025-09-09 00:00:00.0000000,4,73.18
2025-09-09 00:00:00.0000000,5,73.23
2025-09-09 00:00:00.0000000,6,82.52
2025-09-09 00:00:00.0000000,7,101.72
2025-09-09 00:00:00.0000000,8,112.71
2025-09-09 00:00:00.0000000,9,106.10
2025-09-09 00:00:00.0000000,10,90.44
2025-09-09 00:00:00.0000000,11,82.83
2025-09-09 00:00:00.0000000,12,74.07
2025-09-09 00:00:00.0000000,13,72.20
2025-09-09 00:00:00.0000000,14,71.32
2025-09-09 00:00:00.0000000,15,70.57
2025-09-09 00:00:00.0000000,16,73.38
2025-09-09 00:00:00.0000000,17,81.62
2025-09-09 00:00:00.0000000,18,105.38
2025-09-09 00:00:00.0000000,19,112.74
2025-09-09 00:00:00.0000000,20,112.48
2025-09-09 00:00:00.0000000,21,94.19
2025-09-09 00:00:00.0000000,22,79.86
2025-09-09 00:00:00.0000000,23,72.51
2025-09-09 00:00:00.0000000,24,72.47
2025-09-10 00:00:00.0000000,1,66.18
2025-09-10 00:00:00.0000000,2,64.15
2025-09-10 00:00:00.0000000,3,62.62
2025-09-10 00:00:00.0000000,4,61.07
2025-09-10 00:00:00.0000000,5,59.51
2025-09-10 00:00:00.0000000,6,68.19
2025-09-10 00:00:00.0000000,7,89.94
2025-09-10 00:00:00.0000000,8,104.58
2025-09-10 00:00:00.0000000,9,102.07
2025-09-10 00:00:00.0000000,10,87.46
2025-09-10 00:00:00.0000000,11,75.69
2025-09-10 00:00:00.0000000,12,62.94
2025-09-10 00:00:00.0000000,13,58.94
2025-09-10 00:00:00.0000000,14,59.05
2025-09-10 00:00:00.0000000,15,60.46
2025-09-10 00:00:00.0000000,16,67.89
2025-09-10 00:00:00.0000000,17,77.31
2025-09-10 00:00:00.0000000,18,97.54
2025-09-10 00:00:00.0000000,19,102.29
2025-09-10 00:00:00.0000000,20,100.52
2025-09-10 00:00:00.0000000,21,89.86
2025-09-10 00:00:00.0000000,22,70.30
2025-09-10 00:00:00.0000000,23,41.14
2025-09-10 00:00:00.0000000,24,22.67
2025-09-11 00:00:00.0000000,1,13.47
2025-09-11 00:00:00.0000000,2,14.84
2025-09-11 00:00:00.0000000,3,18.26
2025-09-11 00:00:00.0000000,4,16.59
2025-09-11 00:00:00.0000000,5,14.16
2025-09-11 00:00:00.0000000,6,19.52
2025-09-11 00:00:00.0000000,7,56.78
2025-09-11 00:00:00.0000000,8,76.88
2025-09-11 00:00:00.0000000,9,71.48
2025-09-11 00:00:00.0000000,10,46.92
2025-09-11 00:00:00.0000000,11,16.78
2025-09-11 00:00:00.0000000,12,8.00
2025-09-11 00:00:00.0000000,13,8.60
2025-09-11 00:00:00.0000000,14,9.01
2025-09-11 00:00:00.0000000,15,12.36
2025-09-11 00:00:00.0000000,16,20.50
2025-09-11 00:00:00.0000000,17,60.52
2025-09-11 00:00:00.0000000,18,89.87
2025-09-11 00:00:00.0000000,19,103.37
2025-09-11 00:00:00.0000000,20,107.54
2025-09-11 00:00:00.0000000,21,95.50
2025-09-11 00:00:00.0000000,22,81.09
2025-09-11 00:00:00.0000000,23,65.43
2025-09-11 00:00:00.0000000,24,8.87
2025-09-12 00:00:00.0000000,1,4.11
2025-09-12 00:00:00.0000000,2,3.53
2025-09-12 00:00:00.0000000,3,1.67
2025-09-12 00:00:00.0000000,4,0.79
2025-09-12 00:00:00.0000000,5,0.10
2025-09-12 00:00:00.0000000,6,8.46
2025-09-12 00:00:00.0000000,7,49.32
2025-09-12 00:00:00.0000000,8,54.86
2025-09-12 00:00:00.0000000,9,45.02
2025-09-12 00:00:00.0000000,10,20.60
2025-09-12 00:00:00.0000000,11,6.91
2025-09-12 00:00:00.0000000,12,3.85
2025-09-12 00:00:00.0000000,13,1.75
2025-09-12 00:00:00.0000000,14,1.20
2025-09-12 00:00:00.0000000,15,1.27
2025-09-12 00:00:00.0000000,16,9.13
2025-09-12 00:00:00.0000000,17,52.70
2025-09-12 00:00:00.0000000,18,85.75
2025-09-12 00:00:00.0000000,19,107.11
2025-09-12 00:00:00.0000000,20,109.71
2025-09-12 00:00:00.0000000,21,98.27
2025-09-12 00:00:00.0000000,22,83.85
